path_length,strategy,n_links,depth,peak_concurrency,fidelity,delivered_fidelity,hold_time,fid_loss
4,optimal,4,2,2,0.3963594061371676,0.280295217608762,2.0,0.11606418852840555
4,linear,4,3,1,0.39871072861451223,0.2425229718662157,3.0,0.15618775674829655
4,balanced,4,2,2,0.39871072861451223,0.28195801262573617,2.0,0.11675271598877607
4,optimal,4,2,2,0.39871072861451223,0.28195801262573617,2.0,0.11675271598877607
4,linear,4,3,1,0.45114714151552426,0.2744183631313268,3.0,0.17672877838419748
4,balanced,4,2,2,0.45114714151552426,0.3190397004503103,2.0,0.13210744106521394
4,optimal,4,2,2,0.45114714151552426,0.3190397004503103,2.0,0.13210744106521394
4,linear,4,3,1,0.36661157605114264,0.22299808498617876,3.0,0.14361349106496388
4,balanced,4,2,2,0.3666115760511427,0.25925831428757473,2.0,0.10735326176356796
4,optimal,4,2,2,0.3666115760511427,0.25925831428757473,2.0,0.10735326176356796
4,linear,4,3,1,0.4743047222184516,0.28850437810469276,3.0,0.18580034411375884
4,balanced,4,2,2,0.47430472221845166,0.3354161482446972,2.0,0.13888857397375448
4,optimal,4,2,2,0.47430472221845166,0.3354161482446972,2.0,0.13888857397375448
4,linear,4,3,1,0.4053294275299854,0.24654891452506048,3.0,0.15878051300492493
4,balanced,4,2,2,0.40532942752998535,0.2866385869329784,2.0,0.11869084059700696
4,optimal,4,2,2,0.40532942752998535,0.2866385869329784,2.0,0.11869084059700696
4,linear,4,3,1,0.3614919830217444,0.21988400044536455,3.0,0.14160798257637985
4,balanced,4,2,2,0.36149198302174435,0.255637869257069,2.0,0.10585411376467535
4,optimal,4,2,2,0.36149198302174435,0.255637869257069,2.0,0.10585411376467535
4,linear,4,3,1,0.47966981768969896,0.2917677939213534,3.0,0.18790202376834558
4,balanced,4,2,2,0.4796698176896989,0.339210206312502,2.0,0.14045961137719692
4,optimal,4,2,2,0.4796698176896989,0.339210206312502,2.0,0.14045961137719692
4,linear,4,3,1,0.4626655564845618,0.2814246462057412,3.0,0.1812409102788206
4,balanced,4,2,2,0.4626655564845618,0.3271852284238211,2.0,0.13548032806074073
4,optimal,4,2,2,0.4626655564845618,0.3271852284238211,2.0,0.13548032806074073
4,linear,4,3,1,0.540905649772484,0.32901559016958565,3.0,0.21189005960289836
4,balanced,4,2,2,0.540905649772484,0.3825146179483341,2.0,0.15839103182414993
4,optimal,4,2,2,0.540905649772484,0.3825146179483341,2.0,0.15839103182414993
4,linear,4,3,1,0.3451322162703343,0.20993287807306912,3.0,0.13519933819726518
4,balanced,4,2,2,0.3451322162703343,0.24406866133463065,2.0,0.10106355493570365
4,optimal,4,2,2,0.3451322162703343,0.24406866133463065,2.0,0.10106355493570365
4,linear,4,3,1,0.46980852637415593,0.2857694861141003,3.0,0.18403904026005563
4,balanced,4,2,2,0.4698085263741559,0.332236553732558,2.0,0.13757197264159787
4,optimal,4,2,2,0.4698085263741559,0.332236553732558,2.0,0.13757197264159787
4,linear,4,3,1,0.5376452980726238,0.32703242260766224,3.0,0.2106128754649616
4,balanced,4,2,2,0.5376452980726238,0.3802089807537997,2.0,0.15743631731882413
4,optimal,4,2,2,0.5376452980726238,0.3802089807537997,2.0,0.15743631731882413
4,linear,4,3,1,0.3923991445735147,0.23868383735351978,3.0,0.15371530721999493
4,balanced,4,2,2,0.3923991445735147,0.27749462208968523,2.0,0.11490452248382949
4,optimal,4,2,2,0.3923991445735147,0.27749462208968523,2.0,0.11490452248382949
4,linear,4,3,1,0.5481099098076883,0.3333977109113729,3.0,0.21471219889631538
4,balanced,4,2,2,0.5481099098076883,0.3876092860778419,2.0,0.16050062372984636
4,optimal,4,2,2,0.5481099098076883,0.3876092860778419,2.0,0.16050062372984636
4,linear,4,3,1,0.4158672533266081,0.2529587365985375,3.0,0.1629085167280706
4,balanced,4,2,2,0.4158672533266081,0.29409066736566886,2.0,0.12177658596093927
4,optimal,4,2,2,0.4158672533266081,0.29409066736566886,2.0,0.12177658596093927
