n_requests,n_realizations,plan0_utility,plan0_time_s,mean_failed_per_realization,mean_t_local_s,mean_t_full_s,speedup,mean_u_local,mean_u_full,mean_recovery_rate,lost_utility_recovered_frac
6,20,293.9002181545607,0.6740819520000514,0.15,0.002067476399952284,0.6898672855499172,333.6760146649504,285.8477526503333,293.90021815456083,1.0,0.3546827719741526
10,20,415.51078434605876,0.6795087329992384,0.05,0.0006308983000053558,0.6721162770500996,1065.332204959807,412.8266291779831,415.510784346059,1.0,0.35468277197415293
