topology,n_requests,order_strategy,served,served_ratio,utility,energy,time_s
chain_10,12,greedy,7,0.5833333333333334,12.906670106094976,8.093329893905024,0.004983200000424404
chain_10,12,spectral,7,0.5833333333333334,12.906670106094976,8.093329893905024,0.004333000000769971
chain_10,16,greedy,7,0.4375,14.983946967428311,7.216053032571688,0.014047099997696932
chain_10,16,spectral,7,0.4375,14.983946967428311,7.216053032571688,0.014361099998495774
grid_6x6,12,greedy,5,0.4166666666666667,5.738070295702717,14.261929704297287,0.00364139999874169
grid_6x6,12,spectral,5,0.4166666666666667,5.738070295702717,14.261929704297287,0.0032157000023289584
grid_6x6,16,greedy,8,0.5,10.700226667542715,13.749773332457288,0.010704300002544187
grid_6x6,16,spectral,8,0.5,10.700226667542715,13.749773332457288,0.012170300000434509
