topology,instance,instance_seed,n_requests,n_bundles,A_conventional,B_conventional,D_conventional,A_resource_aware,B_resource_aware,D_resource_aware,B_ratio,D_ratio,B_tighter,D_tighter
chain8_c4,n24,69,24,50,110.34992829826948,110.34992829826948,110.34992829826948,110.34992829826948,110.34992829826948,110.34992829826948,1.0,1.0,False,False
chain8_c4,n8,70,8,17,92.65149513128671,92.65149513128671,92.65149513128671,92.65149513128671,92.65149513128671,92.65149513128671,1.0,1.0,False,False
chain8_c4,n16,70,16,33,106.45477092973786,106.45477092973786,106.45477092973786,106.45477092973786,106.45477092973786,106.45477092973786,1.0,1.0,False,False
chain8_c4,n24,70,24,49,92.75524319864381,92.75524319864381,92.75524319864381,92.75524319864381,92.75524319864381,92.75524319864381,1.0,1.0,False,False
chain8_c4,n8,71,8,13,84.13295562006006,84.13295562006006,84.13295562006006,84.13295562006006,84.13295562006006,84.13295562006006,1.0,1.0,False,False
chain8_c4,n16,71,16,37,98.33218260046739,98.33218260046739,98.33218260046739,98.33218260046739,98.33218260046739,98.33218260046739,1.0,1.0,False,False
chain8_c4,n24,71,24,54,110.44486682589017,110.44486682589017,110.44486682589017,110.44486682589017,110.44486682589017,110.44486682589017,1.0,1.0,False,False
chain8_c4,n8,72,8,15,65.92415371282682,65.92415371282682,65.92415371282682,65.92415371282682,65.92415371282682,65.92415371282682,1.0,1.0,False,False
chain8_c4,n16,72,16,26,84.24782661198607,84.24782661198607,84.24782661198607,84.24782661198607,84.24782661198607,84.24782661198607,1.0,1.0,False,False
chain8_c4,n24,72,24,45,111.05164644287123,111.05164644287123,111.05164644287123,111.05164644287123,111.05164644287123,111.05164644287123,1.0,1.0,False,False
chain8_c4,n8,73,8,13,45.344154709953095,45.344154709953095,45.344154709953095,45.344154709953095,35.71056961748377,35.71056961748377,0.7875451609123338,0.7875451609123338,True,True
chain8_c4,n16,73,16,35,101.38353276270033,101.38353276270033,101.38353276270033,101.38353276270033,101.38353276270033,101.38353276270033,1.0,1.0,False,False
chain8_c4,n24,73,24,42,92.42027627520955,92.42027627520955,92.42027627520955,92.42027627520955,92.42027627520955,92.42027627520955,1.0,1.0,False,False
chain8_c4,n8,74,8,19,35.95038971206972,35.95038971206972,35.95038971206972,35.95038971206972,35.95038971206972,35.95038971206972,1.0,1.0,False,False
chain8_c4,n16,74,16,36,101.00282337861273,101.00282337861273,101.00282337861273,101.00282337861273,101.00282337861273,101.00282337861273,1.0,1.0,False,False
chain8_c4,n24,74,24,51,93.8927172642455,93.8927172642455,93.8927172642455,93.8927172642455,93.8927172642455,93.8927172642455,1.0,1.0,False,False
chain8_c4,n8,75,8,15,83.77098406365837,83.77098406365837,83.77098406365837,83.77098406365837,83.77098406365837,83.77098406365837,1.0,1.0,False,False
chain8_c4,n16,75,16,20,99.494663531443,99.494663531443,99.494663531443,99.494663531443,99.494663531443,99.494663531443,1.0,1.0,False,False
chain8_c4,n24,75,24,57,87.25942086324142,87.25942086324142,87.25942086324142,87.25942086324142,87.25942086324142,87.25942086324142,1.0,1.0,False,False
chain8_c4,n8,76,8,16,104.91973193687063,104.91973193687063,104.91973193687063,104.91973193687063,104.91973193687063,104.91973193687063,1.0,1.0,False,False
chain8_c4,n16,76,16,29,98.47210445185287,98.47210445185287,98.47210445185287,98.47210445185287,98.47210445185287,98.47210445185287,1.0,1.0,False,False
chain8_c4,n24,76,24,55,109.34640096477162,109.34640096477162,109.34640096477162,109.34640096477162,109.34640096477162,109.34640096477162,1.0,1.0,False,False
chain8_c4,n8,77,8,18,93.1985343433899,93.1985343433899,93.1985343433899,93.1985343433899,59.28977483652059,93.1985343433899,0.6361663866737162,1.0,True,False
chain8_c4,n16,77,16,32,123.5874040344019,123.5874040344019,123.5874040344019,123.5874040344019,123.5874040344019,123.5874040344019,1.0,1.0,False,False
chain8_c4,n24,77,24,44,100.4527446412364,100.4527446412364,100.4527446412364,100.4527446412364,100.4527446412364,100.4527446412364,1.0,1.0,False,False
chain8_c4,n8,78,8,20,105.56823682401388,105.56823682401388,105.56823682401388,105.56823682401388,105.56823682401388,105.56823682401388,1.0,1.0,False,False
chain8_c4,n16,78,16,29,115.67445470389556,115.67445470389556,115.67445470389556,115.67445470389556,115.67445470389556,115.67445470389556,1.0,1.0,False,False
chain8_c4,n24,78,24,48,116.89897032162128,116.89897032162128,116.89897032162128,116.89897032162128,116.89897032162128,116.89897032162128,1.0,1.0,False,False
chain8_c4,n8,79,8,21,100.10965598034137,100.10965598034137,100.10965598034137,100.10965598034137,100.10965598034137,100.10965598034137,1.0,1.0,False,False
chain8_c4,n16,79,16,28,92.79134420604653,92.79134420604653,92.79134420604653,92.79134420604653,92.79134420604653,92.79134420604653,1.0,1.0,False,False
chain8_c4,n24,79,24,54,106.88174660902862,106.88174660902862,106.88174660902862,106.88174660902862,106.88174660902862,106.88174660902862,1.0,1.0,False,False
chain8_c4,n8,80,8,19,90.91507000855341,90.91507000855341,90.91507000855341,90.91507000855341,90.91507000855341,90.91507000855341,1.0,1.0,False,False
chain8_c4,n16,80,16,35,99.12813000683362,99.12813000683362,99.12813000683362,99.12813000683362,99.12813000683362,99.12813000683362,1.0,1.0,False,False
chain8_c4,n24,80,24,44,92.74576922892622,92.74576922892622,92.74576922892622,92.74576922892622,92.74576922892622,92.74576922892622,1.0,1.0,False,False
chain8_c4,n8,81,8,16,87.63036527981954,87.63036527981954,87.63036527981954,87.63036527981954,87.63036527981954,87.63036527981954,1.0,1.0,False,False
chain8_c4,n16,81,16,24,106.01356673642398,106.01356673642398,106.01356673642398,106.01356673642398,106.01356673642398,106.01356673642398,1.0,1.0,False,False
chain8_c4,n24,81,24,46,102.41839131459359,102.41839131459359,102.41839131459359,102.41839131459359,102.41839131459359,102.41839131459359,1.0,1.0,False,False
chain8_c4,n8,82,8,14,85.67238941360337,85.67238941360337,85.67238941360337,85.67238941360337,85.67238941360337,85.67238941360337,1.0,1.0,False,False
chain8_c4,n16,82,16,32,87.43709977607844,87.43709977607844,87.43709977607844,87.43709977607844,87.43709977607844,87.43709977607844,1.0,1.0,False,False
chain8_c4,n24,82,24,29,102.26970849734965,102.26970849734965,102.26970849734965,102.26970849734965,102.26970849734965,102.26970849734965,1.0,1.0,False,False
chain8_c4,n8,83,8,14,109.41517580191791,109.41517580191791,109.41517580191791,109.41517580191791,71.9964308928897,109.41517580191791,0.6580113806445824,1.0,True,False
chain8_c4,n16,83,16,33,110.49238585332692,110.49238585332692,110.49238585332692,110.49238585332692,110.49238585332692,110.49238585332692,1.0,1.0,False,False
chain8_c4,n24,83,24,45,117.07112690436175,117.07112690436175,117.07112690436175,117.07112690436175,117.07112690436175,117.07112690436175,1.0,1.0,False,False
chain8_c4,n8,84,8,20,51.3503230556698,51.3503230556698,51.3503230556698,51.3503230556698,51.3503230556698,51.3503230556698,1.0,1.0,False,False
chain8_c4,n16,84,16,23,77.59927365854794,77.59927365854794,77.59927365854794,77.59927365854794,77.59927365854794,77.59927365854794,1.0,1.0,False,False
chain8_c4,n24,84,24,50,101.74110155098067,101.74110155098067,101.74110155098067,101.74110155098067,101.74110155098067,101.74110155098067,1.0,1.0,False,False
chain8_c4,n8,85,8,21,89.84748813421324,89.84748813421324,89.84748813421324,89.84748813421324,89.84748813421324,89.84748813421324,1.0,1.0,False,False
chain8_c4,n16,85,16,30,120.70972908526718,120.70972908526718,120.70972908526718,120.70972908526718,120.70972908526718,120.70972908526718,1.0,1.0,False,False
chain8_c4,n24,85,24,40,97.66299491817503,97.66299491817503,97.66299491817503,97.66299491817503,97.66299491817503,97.66299491817503,1.0,1.0,False,False
chain8_c4,n8,86,8,12,75.30925990626561,75.30925990626561,75.30925990626561,75.30925990626561,75.30925990626561,75.30925990626561,1.0,1.0,False,False
chain8_c4,n16,86,16,38,106.59434347322805,106.59434347322805,106.59434347322805,106.59434347322805,106.59434347322805,106.59434347322805,1.0,1.0,False,False
chain8_c4,n24,86,24,62,106.10488539259747,106.10488539259747,106.10488539259747,106.10488539259747,106.10488539259747,106.10488539259747,1.0,1.0,False,False
chain8_c4,n8,87,8,16,102.63252646261199,102.63252646261199,102.63252646261199,102.63252646261199,102.63252646261199,102.63252646261199,1.0,1.0,False,False
chain8_c4,n16,87,16,32,99.82035930766327,99.82035930766327,99.82035930766327,99.82035930766327,99.82035930766327,99.82035930766327,1.0,1.0,False,False
chain8_c4,n24,87,24,55,103.88288855583389,103.88288855583389,103.88288855583389,103.88288855583389,103.88288855583389,103.88288855583389,1.0,1.0,False,False
chain8_c4,n8,88,8,22,110.46591995497344,110.46591995497344,110.46591995497344,110.46591995497344,110.46591995497344,110.46591995497344,1.0,1.0,False,False
chain8_c4,n16,88,16,33,110.61328862884822,110.61328862884822,110.61328862884822,110.61328862884822,110.61328862884822,110.61328862884822,1.0,1.0,False,False
chain8_c4,n24,88,24,39,102.51261529539082,102.51261529539082,102.51261529539082,102.51261529539082,102.51261529539082,102.51261529539082,1.0,1.0,False,False
chain8_c4,n8,89,8,15,52.627873555579384,52.627873555579384,52.627873555579384,52.627873555579384,52.627873555579384,52.627873555579384,1.0,1.0,False,False
chain8_c4,n16,89,16,30,100.45841783815911,100.45841783815911,100.45841783815911,100.45841783815911,100.45841783815911,100.45841783815911,1.0,1.0,False,False
chain8_c4,n24,89,24,52,100.85007651533802,100.85007651533802,100.85007651533802,100.85007651533802,100.85007651533802,100.85007651533802,1.0,1.0,False,False
chain8_c4,n8,90,8,22,94.44454300762696,94.44454300762696,94.44454300762696,94.44454300762696,94.44454300762696,94.44454300762696,1.0,1.0,False,False
chain8_c4,n16,90,16,27,77.12436002085487,77.12436002085487,77.12436002085487,77.12436002085487,77.12436002085487,77.12436002085487,1.0,1.0,False,False
chain8_c4,n24,90,24,51,120.02294704105482,120.02294704105482,120.02294704105482,120.02294704105482,120.02294704105482,120.02294704105482,1.0,1.0,False,False
chain8_c4,n8,91,8,16,99.32418306475056,99.32418306475056,99.32418306475056,99.32418306475056,99.32418306475056,99.32418306475056,1.0,1.0,False,False
chain8_c4,n16,91,16,32,95.48832084122186,95.48832084122186,95.48832084122186,95.48832084122186,95.48832084122186,95.48832084122186,1.0,1.0,False,False
chain8_c4,n24,91,24,49,114.90942169494085,114.90942169494085,114.90942169494085,114.90942169494085,114.90942169494085,114.90942169494085,1.0,1.0,False,False
chain8_c4,n8,92,8,14,61.76533760660676,61.76533760660676,61.76533760660676,61.76533760660676,61.76533760660676,61.76533760660676,1.0,1.0,False,False
chain8_c4,n16,92,16,29,94.36357740907441,94.36357740907441,94.36357740907441,94.36357740907441,94.36357740907441,94.36357740907441,1.0,1.0,False,False
chain8_c4,n24,92,24,51,109.71226078693806,109.71226078693806,109.71226078693806,109.71226078693806,109.71226078693806,109.71226078693806,1.0,1.0,False,False
chain8_c4,n8,93,8,12,27.187589421733595,27.187589421733595,27.187589421733595,27.187589421733595,27.187589421733595,27.187589421733595,1.0,1.0,False,False
chain8_c4,n16,93,16,36,110.1990301875445,110.1990301875445,110.1990301875445,110.1990301875445,110.1990301875445,110.1990301875445,1.0,1.0,False,False
chain8_c4,n24,93,24,52,111.6614060936193,111.6614060936193,111.6614060936193,111.6614060936193,111.6614060936193,111.6614060936193,1.0,1.0,False,False
chain8_c4,n8,94,8,12,86.7460777110057,86.7460777110057,86.7460777110057,86.7460777110057,86.30976706809567,86.7460777110057,0.9949702550890704,1.0,True,False
chain8_c4,n16,94,16,24,114.51080777298301,114.51080777298301,114.51080777298301,114.51080777298301,114.51080777298301,114.51080777298301,1.0,1.0,False,False
chain8_c4,n24,94,24,59,104.59500742125167,104.59500742125167,104.59500742125167,104.59500742125167,104.59500742125167,104.59500742125167,1.0,1.0,False,False
chain8_c4,n8,95,8,19,69.03764271301795,69.03764271301795,69.03764271301795,69.03764271301795,69.03764271301795,69.03764271301795,1.0,1.0,False,False
chain8_c4,n16,95,16,31,92.43745430271922,92.43745430271922,92.43745430271922,92.43745430271922,92.43745430271922,92.43745430271922,1.0,1.0,False,False
chain8_c4,n24,95,24,52,93.71915033984361,93.71915033984361,93.71915033984361,93.71915033984361,93.71915033984361,93.71915033984361,1.0,1.0,False,False
chain8_c4,n8,96,8,16,94.53076875037357,94.53076875037357,94.53076875037357,94.53076875037357,94.53076875037357,94.53076875037357,1.0,1.0,False,False
chain8_c4,n16,96,16,29,100.86273577963443,100.86273577963443,100.86273577963443,100.86273577963443,100.86273577963443,100.86273577963443,1.0,1.0,False,False
chain8_c4,n24,96,24,58,103.72279660307645,103.72279660307645,103.72279660307645,103.72279660307645,103.72279660307645,103.72279660307645,1.0,1.0,False,False
chain8_c4,n8,97,8,15,89.18999556282678,89.18999556282678,89.18999556282678,89.18999556282678,89.18999556282678,89.18999556282678,1.0,1.0,False,False
chain8_c4,n16,97,16,30,117.95616913979002,117.95616913979002,117.95616913979002,117.95616913979002,117.95616913979002,117.95616913979002,1.0,1.0,False,False
chain8_c4,n24,97,24,51,114.45457096188409,114.45457096188409,114.45457096188409,114.45457096188409,114.45457096188409,114.45457096188409,1.0,1.0,False,False
chain8_c4,n8,98,8,7,100.14504363428644,100.14504363428644,100.14504363428644,100.14504363428644,100.14504363428644,100.14504363428644,1.0,1.0,False,False
chain8_c4,n16,98,16,30,95.45023299991938,95.45023299991938,95.45023299991938,95.45023299991938,95.45023299991938,95.45023299991938,1.0,1.0,False,False
chain8_c4,n24,98,24,51,99.65893363182859,99.65893363182859,99.65893363182859,99.65893363182859,99.65893363182859,99.65893363182859,1.0,1.0,False,False
chain8_c4,n8,99,8,21,88.38826125788273,88.38826125788273,88.38826125788273,88.38826125788273,81.48734132248188,88.38826125788273,0.921924927165762,1.0,True,False
chain8_c4,n16,99,16,29,101.74631154334382,101.74631154334382,101.74631154334382,101.74631154334382,101.74631154334382,101.74631154334382,1.0,1.0,False,False
chain8_c4,n24,99,24,41,104.05871838158492,104.05871838158492,104.05871838158492,104.05871838158492,104.05871838158492,104.05871838158492,1.0,1.0,False,False
grid3x3_c4,n8,10,8,26,92.12079806575174,92.12079806575174,92.12079806575174,92.12079806575174,92.12079806575174,92.12079806575174,1.0,1.0,False,False
grid3x3_c4,n16,10,16,56,96.39869709553085,96.39869709553085,96.39869709553085,96.39869709553085,96.39869709553085,96.39869709553085,1.0,1.0,False,False
grid3x3_c4,n24,10,24,90,117.99435458476738,117.99435458476738,117.99435458476738,117.99435458476738,117.99435458476738,117.99435458476738,1.0,1.0,False,False
grid3x3_c4,n8,11,8,36,62.24468136068302,62.24468136068302,62.24468136068302,62.24468136068302,62.24468136068302,62.24468136068302,1.0,1.0,False,False
grid3x3_c4,n16,11,16,78,120.89634975074556,120.89634975074556,120.89634975074556,120.89634975074556,120.89634975074556,120.89634975074556,1.0,1.0,False,False
grid3x3_c4,n24,11,24,118,125.93222740260485,125.93222740260485,125.93222740260485,125.93222740260485,125.93222740260485,125.93222740260485,1.0,1.0,False,False
grid3x3_c4,n8,12,8,40,80.06855400565419,80.06855400565419,80.06855400565419,80.06855400565419,80.06855400565419,80.06855400565419,1.0,1.0,False,False
grid3x3_c4,n16,12,16,59,100.31457751166468,100.31457751166468,100.31457751166468,100.31457751166468,100.31457751166468,100.31457751166468,1.0,1.0,False,False
grid3x3_c4,n24,12,24,117,95.04652048597913,95.04652048597913,95.04652048597913,95.04652048597913,95.04652048597913,95.04652048597913,1.0,1.0,False,False
grid3x3_c4,n8,13,8,29,98.82959150208185,98.82959150208185,98.82959150208185,98.82959150208185,98.82959150208185,98.82959150208185,1.0,1.0,False,False
grid3x3_c4,n16,13,16,79,98.49207522437281,98.49207522437281,98.49207522437281,98.49207522437281,98.49207522437281,98.49207522437281,1.0,1.0,False,False
grid3x3_c4,n24,13,24,84,100.26590224892165,100.26590224892165,100.26590224892165,100.26590224892165,100.26590224892165,100.26590224892165,1.0,1.0,False,False
grid3x3_c4,n8,14,8,35,86.0162102593709,86.0162102593709,86.0162102593709,86.0162102593709,86.0162102593709,86.0162102593709,1.0,1.0,False,False
grid3x3_c4,n16,14,16,70,120.43760076954808,120.43760076954808,120.43760076954808,120.43760076954808,120.43760076954808,120.43760076954808,1.0,1.0,False,False
grid3x3_c4,n24,14,24,89,117.16456653092186,117.16456653092186,117.16456653092186,117.16456653092186,117.16456653092186,117.16456653092186,1.0,1.0,False,False
grid3x3_c4,n8,15,8,25,85.64141460813336,85.64141460813336,85.64141460813336,85.64141460813336,85.64141460813336,85.64141460813336,1.0,1.0,False,False
grid3x3_c4,n16,15,16,64,83.95647760670792,83.95647760670792,83.95647760670792,83.95647760670792,83.95647760670792,83.95647760670792,1.0,1.0,False,False
grid3x3_c4,n24,15,24,91,126.29346686164415,126.29346686164415,126.29346686164415,126.29346686164415,126.29346686164415,126.29346686164415,1.0,1.0,False,False
grid3x3_c4,n8,16,8,33,94.76876336799623,94.76876336799623,94.76876336799623,94.76876336799623,94.76876336799623,94.76876336799623,1.0,1.0,False,False
grid3x3_c4,n16,16,16,90,96.84547644634432,96.84547644634432,96.84547644634432,96.84547644634432,96.84547644634432,96.84547644634432,1.0,1.0,False,False
grid3x3_c4,n24,16,24,98,98.46854443687855,98.46854443687855,98.46854443687855,98.46854443687855,98.46854443687855,98.46854443687855,1.0,1.0,False,False
grid3x3_c4,n8,17,8,34,112.05976117832955,112.05976117832955,112.05976117832955,112.05976117832955,112.05976117832955,112.05976117832955,1.0,1.0,False,False
grid3x3_c4,n16,17,16,67,116.14695559259519,116.14695559259519,116.14695559259519,116.14695559259519,116.14695559259519,116.14695559259519,1.0,1.0,False,False
grid3x3_c4,n24,17,24,96,91.31149123448925,91.31149123448925,91.31149123448925,91.31149123448925,91.31149123448925,91.31149123448925,1.0,1.0,False,False
grid3x3_c4,n8,18,8,38,110.06961824166619,110.06961824166619,110.06961824166619,110.06961824166619,110.06961824166619,110.06961824166619,1.0,1.0,False,False
grid3x3_c4,n16,18,16,62,105.73361053601798,105.73361053601798,105.73361053601798,105.73361053601798,105.73361053601798,105.73361053601798,1.0,1.0,False,False
grid3x3_c4,n24,18,24,102,97.17018416247136,97.17018416247136,97.17018416247136,97.17018416247136,97.17018416247136,97.17018416247136,1.0,1.0,False,False
grid3x3_c4,n8,19,8,34,110.84672939115092,110.84672939115092,110.84672939115092,110.84672939115092,110.84672939115092,110.84672939115092,1.0,1.0,False,False
grid3x3_c4,n16,19,16,77,82.29469456447367,82.29469456447367,82.29469456447367,82.29469456447367,82.29469456447367,82.29469456447367,1.0,1.0,False,False
grid3x3_c4,n24,19,24,120,88.07719579939598,88.07719579939598,88.07719579939598,88.07719579939598,88.07719579939598,88.07719579939598,1.0,1.0,False,False
grid3x3_c4,n8,20,8,28,107.41205199913435,107.41205199913435,107.41205199913435,107.41205199913435,107.41205199913435,107.41205199913435,1.0,1.0,False,False
grid3x3_c4,n16,20,16,66,111.20788884699085,111.20788884699085,111.20788884699085,111.20788884699085,111.20788884699085,111.20788884699085,1.0,1.0,False,False
grid3x3_c4,n24,20,24,93,124.86426986051201,124.86426986051201,124.86426986051201,124.86426986051201,124.86426986051201,124.86426986051201,1.0,1.0,False,False
grid3x3_c4,n8,21,8,26,98.95329159410143,98.95329159410143,98.95329159410143,98.95329159410143,98.95329159410143,98.95329159410143,1.0,1.0,False,False
grid3x3_c4,n16,21,16,62,90.57418214173504,90.57418214173504,90.57418214173504,90.57418214173504,90.57418214173504,90.57418214173504,1.0,1.0,False,False
grid3x3_c4,n24,21,24,108,119.49492924377326,119.49492924377326,119.49492924377326,119.49492924377326,119.49492924377326,119.49492924377326,1.0,1.0,False,False
grid3x3_c4,n8,22,8,36,98.35271142903346,98.35271142903346,98.35271142903346,98.35271142903346,98.35271142903346,98.35271142903346,1.0,1.0,False,False
grid3x3_c4,n16,22,16,89,101.2507927800535,101.2507927800535,101.2507927800535,101.2507927800535,101.2507927800535,101.2507927800535,1.0,1.0,False,False
grid3x3_c4,n24,22,24,102,105.03406291586285,105.03406291586285,105.03406291586285,105.03406291586285,105.03406291586285,105.03406291586285,1.0,1.0,False,False
grid3x3_c4,n8,23,8,39,116.73184541325648,116.73184541325648,116.73184541325648,116.73184541325648,116.73184541325648,116.73184541325648,1.0,1.0,False,False
grid3x3_c4,n16,23,16,75,102.71936180700108,102.71936180700108,102.71936180700108,102.71936180700108,102.71936180700108,102.71936180700108,1.0,1.0,False,False
grid3x3_c4,n24,23,24,90,119.12745569077971,119.12745569077971,119.12745569077971,119.12745569077971,119.12745569077971,119.12745569077971,1.0,1.0,False,False
grid3x3_c4,n8,24,8,33,76.2893515354015,76.2893515354015,76.2893515354015,76.2893515354015,76.2893515354015,76.2893515354015,1.0,1.0,False,False
grid3x3_c4,n16,24,16,58,100.49068199344552,100.49068199344552,100.49068199344552,100.49068199344552,100.49068199344552,100.49068199344552,1.0,1.0,False,False
grid3x3_c4,n24,24,24,91,114.66494282496357,114.66494282496357,114.66494282496357,114.66494282496357,114.66494282496357,114.66494282496357,1.0,1.0,False,False
grid3x3_c4,n8,25,8,36,67.37286309425926,67.37286309425926,67.37286309425926,67.37286309425926,67.37286309425926,67.37286309425926,1.0,1.0,False,False
grid3x3_c4,n16,25,16,60,76.0414457092145,76.0414457092145,76.0414457092145,76.0414457092145,76.0414457092145,76.0414457092145,1.0,1.0,False,False
grid3x3_c4,n24,25,24,109,102.54526419230116,102.54526419230116,102.54526419230116,102.54526419230116,102.54526419230116,102.54526419230116,1.0,1.0,False,False
grid3x3_c4,n8,26,8,32,81.11572486472787,81.11572486472787,81.11572486472787,81.11572486472787,81.11572486472787,81.11572486472787,1.0,1.0,False,False
grid3x3_c4,n16,26,16,84,110.83711825920028,110.83711825920028,110.83711825920028,110.83711825920028,110.83711825920028,110.83711825920028,1.0,1.0,False,False
grid3x3_c4,n24,26,24,92,99.62084347261127,99.62084347261127,99.62084347261127,99.62084347261127,99.62084347261127,99.62084347261127,1.0,1.0,False,False
grid3x3_c4,n8,27,8,26,117.8111655058526,117.8111655058526,117.8111655058526,117.8111655058526,117.8111655058526,117.8111655058526,1.0,1.0,False,False
grid3x3_c4,n16,27,16,77,91.13976368224846,91.13976368224846,91.13976368224846,91.13976368224846,91.13976368224846,91.13976368224846,1.0,1.0,False,False
grid3x3_c4,n24,27,24,101,85.34910298823115,85.34910298823115,85.34910298823115,85.34910298823115,85.34910298823115,85.34910298823115,1.0,1.0,False,False
grid3x3_c4,n8,28,8,33,112.9739232428528,112.9739232428528,112.9739232428528,112.9739232428528,112.9739232428528,112.9739232428528,1.0,1.0,False,False
grid3x3_c4,n16,28,16,64,115.7423637987145,115.7423637987145,115.7423637987145,115.7423637987145,115.7423637987145,115.7423637987145,1.0,1.0,False,False
grid3x3_c4,n24,28,24,92,107.83952945024578,107.83952945024578,107.83952945024578,107.83952945024578,107.83952945024578,107.83952945024578,1.0,1.0,False,False
grid3x3_c4,n8,29,8,33,105.45343747919713,105.45343747919713,105.45343747919713,105.45343747919713,105.45343747919713,105.45343747919713,1.0,1.0,False,False
grid3x3_c4,n16,29,16,65,98.47311723540615,98.47311723540615,98.47311723540615,98.47311723540615,98.47311723540615,98.47311723540615,1.0,1.0,False,False
grid3x3_c4,n24,29,24,118,91.36829053533864,91.36829053533864,91.36829053533864,91.36829053533864,91.36829053533864,91.36829053533864,1.0,1.0,False,False
grid3x3_c4,n8,30,8,33,90.75238191188409,90.75238191188409,90.75238191188409,90.75238191188409,90.75238191188409,90.75238191188409,1.0,1.0,False,False
grid3x3_c4,n16,30,16,72,107.82325402789829,107.82325402789829,107.82325402789829,107.82325402789829,107.82325402789829,107.82325402789829,1.0,1.0,False,False
grid3x3_c4,n24,30,24,113,92.59692136229728,92.59692136229728,92.59692136229728,92.59692136229728,92.59692136229728,92.59692136229728,1.0,1.0,False,False
grid3x3_c4,n8,31,8,36,108.09891790041155,108.09891790041155,108.09891790041155,108.09891790041155,108.09891790041155,108.09891790041155,1.0,1.0,False,False
grid3x3_c4,n16,31,16,70,83.08710536708584,83.08710536708584,83.08710536708584,83.08710536708584,83.08710536708584,83.08710536708584,1.0,1.0,False,False
grid3x3_c4,n24,31,24,93,95.77253354262906,95.77253354262906,95.77253354262906,95.77253354262906,95.77253354262906,95.77253354262906,1.0,1.0,False,False
grid3x3_c4,n8,32,8,31,117.26872403486,117.26872403486,117.26872403486,117.26872403486,117.26872403486,117.26872403486,1.0,1.0,False,False
grid3x3_c4,n16,32,16,66,92.98678436068934,92.98678436068934,92.98678436068934,92.98678436068934,92.98678436068934,92.98678436068934,1.0,1.0,False,False
grid3x3_c4,n24,32,24,76,90.03281076385285,90.03281076385285,90.03281076385285,90.03281076385285,90.03281076385285,90.03281076385285,1.0,1.0,False,False
grid3x3_c4,n8,33,8,32,125.18343697329276,125.18343697329276,125.18343697329276,125.18343697329276,125.18343697329276,125.18343697329276,1.0,1.0,False,False
grid3x3_c4,n16,33,16,78,62.05190317767194,62.05190317767194,62.05190317767194,62.05190317767194,62.05190317767194,62.05190317767194,1.0,1.0,False,False
grid3x3_c4,n24,33,24,113,112.9854023093671,112.9854023093671,112.9854023093671,112.9854023093671,112.9854023093671,112.9854023093671,1.0,1.0,False,False
grid3x3_c4,n8,34,8,29,96.56693992737478,96.56693992737478,96.56693992737478,96.56693992737478,96.56693992737478,96.56693992737478,1.0,1.0,False,False
grid3x3_c4,n16,34,16,66,112.96491975012981,112.96491975012981,112.96491975012981,112.96491975012981,112.96491975012981,112.96491975012981,1.0,1.0,False,False
grid3x3_c4,n24,34,24,79,94.44052883899337,94.44052883899337,94.44052883899337,94.44052883899337,94.44052883899337,94.44052883899337,1.0,1.0,False,False
grid3x3_c4,n8,35,8,31,82.83976548921557,82.83976548921557,82.83976548921557,82.83976548921557,82.83976548921557,82.83976548921557,1.0,1.0,False,False
grid3x3_c4,n16,35,16,78,88.16654751373362,88.16654751373362,88.16654751373362,88.16654751373362,88.16654751373362,88.16654751373362,1.0,1.0,False,False
grid3x3_c4,n24,35,24,109,120.1470996675668,120.1470996675668,120.1470996675668,120.1470996675668,120.1470996675668,120.1470996675668,1.0,1.0,False,False
grid3x3_c4,n8,36,8,24,87.70312361800414,87.70312361800414,87.70312361800414,87.70312361800414,87.70312361800414,87.70312361800414,1.0,1.0,False,False
grid3x3_c4,n16,36,16,86,98.70272396796194,98.70272396796194,98.70272396796194,98.70272396796194,98.70272396796194,98.70272396796194,1.0,1.0,False,False
grid3x3_c4,n24,36,24,93,121.7076595866724,121.7076595866724,121.7076595866724,121.7076595866724,121.7076595866724,121.7076595866724,1.0,1.0,False,False
grid3x3_c4,n8,37,8,33,96.9356128148969,96.9356128148969,96.9356128148969,96.9356128148969,96.9356128148969,96.9356128148969,1.0,1.0,False,False
grid3x3_c4,n16,37,16,71,90.8472568303203,90.8472568303203,90.8472568303203,90.8472568303203,90.8472568303203,90.8472568303203,1.0,1.0,False,False
grid3x3_c4,n24,37,24,91,104.9751614381726,104.9751614381726,104.9751614381726,104.9751614381726,104.9751614381726,104.9751614381726,1.0,1.0,False,False
grid3x3_c4,n8,38,8,36,118.21944387852754,118.21944387852754,118.21944387852754,118.21944387852754,105.4600194958569,105.4600194958569,0.8920700016506492,0.8920700016506492,True,True
grid3x3_c4,n16,38,16,78,113.6359837351188,113.6359837351188,113.6359837351188,113.6359837351188,113.6359837351188,113.6359837351188,1.0,1.0,False,False
grid3x3_c4,n24,38,24,90,100.65406211095602,100.65406211095602,100.65406211095602,100.65406211095602,100.65406211095602,100.65406211095602,1.0,1.0,False,False
grid3x3_c4,n8,39,8,33,122.6617392283101,122.6617392283101,122.6617392283101,122.6617392283101,122.6617392283101,122.6617392283101,1.0,1.0,False,False
grid3x3_c4,n16,39,16,59,87.36198149098593,87.36198149098593,87.36198149098593,87.36198149098593,87.36198149098593,87.36198149098593,1.0,1.0,False,False
