topology,instance,instance_seed,n_requests,n_bundles,A_conventional,B_conventional,D_conventional,A_resource_aware,B_resource_aware,D_resource_aware,B_ratio,D_ratio,B_tighter,D_tighter
chain8_c4,n16,54,16,28,87.0610116220521,87.0610116220521,87.0610116220521,87.0610116220521,87.0610116220521,87.0610116220521,1.0,1.0,False,False
chain8_c4,n24,54,24,39,81.77504339802728,81.77504339802728,81.77504339802728,81.77504339802728,81.77504339802728,81.77504339802728,1.0,1.0,False,False
chain8_c4,n8,55,8,10,21.878878152283995,21.878878152283995,21.878878152283995,21.878878152283995,21.878878152283995,21.878878152283995,1.0,1.0,False,False
chain8_c4,n16,55,16,32,60.3918671354806,60.3918671354806,60.3918671354806,60.3918671354806,60.3918671354806,60.3918671354806,1.0,1.0,False,False
chain8_c4,n24,55,24,50,106.17476053619828,106.17476053619828,106.17476053619828,106.17476053619828,106.17476053619828,106.17476053619828,1.0,1.0,False,False
chain8_c4,n8,56,8,17,72.37657063168585,72.37657063168585,72.37657063168585,72.37657063168585,72.37657063168585,72.37657063168585,1.0,1.0,False,False
chain8_c4,n16,56,16,30,96.85115886627386,96.85115886627386,96.85115886627386,96.85115886627386,96.85115886627386,96.85115886627386,1.0,1.0,False,False
chain8_c4,n24,56,24,36,87.91575352394182,87.91575352394182,87.91575352394182,87.91575352394182,87.91575352394182,87.91575352394182,1.0,1.0,False,False
chain8_c4,n8,57,8,18,69.48471162894465,69.48471162894465,69.48471162894465,69.48471162894465,69.48471162894465,69.48471162894465,1.0,1.0,False,False
chain8_c4,n16,57,16,37,96.49587280355115,96.49587280355115,96.49587280355115,96.49587280355115,96.49587280355115,96.49587280355115,1.0,1.0,False,False
chain8_c4,n24,57,24,54,113.22686173463529,113.22686173463529,113.22686173463529,113.22686173463529,113.22686173463529,113.22686173463529,1.0,1.0,False,False
chain8_c4,n8,58,8,14,73.51592974091375,73.51592974091375,73.51592974091375,73.51592974091375,73.51592974091375,73.51592974091375,1.0,1.0,False,False
chain8_c4,n16,58,16,29,85.7201695780964,85.7201695780964,85.7201695780964,85.7201695780964,85.7201695780964,85.7201695780964,1.0,1.0,False,False
chain8_c4,n24,58,24,36,121.20632331672216,121.20632331672216,121.20632331672216,121.20632331672216,121.20632331672216,121.20632331672216,1.0,1.0,False,False
